Fecha;recurso;codigo_agente;combustible;consumo_combustible_mbtu
2020-05-07;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-07;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-07;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-07;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-07;TERMODORADA 1;EPMG;GAS;0,00
2020-05-07;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-07;TERMONORTE;TMNG;GAS;7487,03
2020-05-07;TERMONORTE;TMNG;ACPM;484,54
2020-05-07;TERMOSIERRAB;EPMG;GAS;36224,35
2020-05-07;TERMOVALLE 1;TMVG;GAS;24926,42
2020-05-07;TERMOYOPAL 2;TYPG;GAS;8463,63
2020-05-07;ZIPAEMG 2;ENDG;CARBON;12190,65
2020-05-07;ZIPAEMG 3;ENDG;CARBON;16188,77
2020-05-07;ZIPAEMG 4;ENDG;CARBON;18429,74
2020-05-08;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-08;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-08;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-08;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-08;CARTAGENA 1;ENDG;GAS;0,00
2020-05-08;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-05-08;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-08;CARTAGENA 2;ENDG;GAS;10380,00
2020-05-08;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-08;CARTAGENA 3;ENDG;GAS;0,00
2020-05-08;FLORES 1;TMFG;GAS NI;19500,66
2020-05-08;FLORES 1;TMFG;GAS;1556,20
2020-05-08;FLORES 4B;TMFG;GAS NI;38142,22
2020-05-08;FLORES 4B;TMFG;GAS;3043,80
2020-05-08;GECELCA 3;GECG;CARBON;745,69
2020-05-08;GECELCA 32;GECG;CARBON;63219,66
2020-05-08;GUAJIRA 1;GECG;CARBON;29367,30
2020-05-08;GUAJIRA 1;GECG;GAS;7998,97
2020-05-08;GUAJIRA 2;GECG;GAS;2122,65
2020-05-08;GUAJIRA 2;GECG;CARBON;31541,82
2020-05-08;MERILECTRICA 1;EPSG;GAS;0,00
2020-05-08;PAIPA 1;HIMG;CARBON;11208,70
2020-05-08;PAIPA 2;HIMG;CARBON;21427,32
2020-05-08;PAIPA 3;HIMG;CARBON;20783,02
2020-05-08;PAIPA 4;SOCG;CARBON;36638,37
2020-05-08;PROELECTRICA 1;PRIG;GAS;14755,00
2020-05-08;TASAJERO 1;TRMG;CARBON;13427,93
2020-05-08;TASAJERO 2;TERG;CARBON;37996,59
2020-05-08;TEBSAB;TBSG;GAS;43290,12
2020-05-08;TEBSAB;TBSG;GAS NI;0,00
2020-05-08;TERMOCANDELARIA 1;TCIG;GAS;1180,00
2020-05-08;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-08;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-08;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-08;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-08;TERMODORADA 1;EPMG;GAS;0,00
2020-05-08;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-08;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-08;TERMONORTE;TMNG;ACPM;232,71
2020-05-08;TERMONORTE;TMNG;GAS;9830,51
2020-05-08;TERMOSIERRAB;EPMG;GAS;36185,83
2020-05-08;TERMOVALLE 1;TMVG;GAS;21225,56
2020-05-08;TERMOYOPAL 2;TYPG;GAS;8580,92
2020-05-08;ZIPAEMG 2;ENDG;CARBON;12182,23
2020-05-08;ZIPAEMG 3;ENDG;CARBON;16200,55
2020-05-08;ZIPAEMG 4;ENDG;CARBON;18585,52
2020-05-08;ZIPAEMG 5;ENDG;CARBON;3013,00
2020-05-09;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-09;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-09;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-09;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-09;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-05-09;CARTAGENA 1;ENDG;GAS;0,00
2020-05-09;CARTAGENA 2;ENDG;GAS;4500,00
2020-05-09;CARTAGENA 2;ENDG;COMBUSTOLEO;5491,00
2020-05-09;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-09;CARTAGENA 3;ENDG;GAS;0,00
2020-05-09;FLORES 1;TMFG;GAS NI;13456,19
2020-05-09;FLORES 1;TMFG;GAS;6379,12
2020-05-09;FLORES 4B;TMFG;GAS NI;28731,77
2020-05-09;FLORES 4B;TMFG;GAS;13620,88
2020-05-09;GECELCA 3;GECG;CARBON;0,00
2020-05-09;GECELCA 32;GECG;CARBON;66196,03
2020-05-09;GUAJIRA 1;GECG;CARBON;25742,81
2020-05-09;GUAJIRA 1;GECG;GAS;6813,40
2020-05-09;GUAJIRA 2;GECG;CARBON;27858,43
2020-05-09;GUAJIRA 2;GECG;GAS;4368,47
2020-05-09;MERILECTRICA 1;EPSG;GAS;0,00
2020-05-09;PAIPA 1;HIMG;CARBON;11336,78
2020-05-09;PAIPA 2;HIMG;CARBON;20078,63
2020-05-09;PAIPA 3;HIMG;CARBON;20727,48
2020-05-09;PAIPA 4;SOCG;CARBON;36653,37
2020-05-09;PROELECTRICA 1;PRIG;GAS;11043,00
2020-05-09;TASAJERO 1;TRMG;CARBON;13377,27
2020-05-09;TASAJERO 2;TERG;CARBON;38185,98
2020-05-09;TEBSAB;TBSG;GAS NI;0,00
2020-05-09;TEBSAB;TBSG;GAS;13756,75
2020-05-09;TERMOCANDELARIA 1;TCIG;GAS;6841,00
2020-05-09;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-09;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-09;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-09;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-09;TERMODORADA 1;EPMG;GAS;0,00
2020-05-09;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-09;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-09;TERMONORTE;TMNG;ACPM;94,81
2020-05-09;TERMONORTE;TMNG;GAS;4469,50
2020-05-09;TERMOSIERRAB;EPMG;GAS;35893,66
2020-05-09;TERMOVALLE 1;TMVG;ACPM;0,00
2020-05-09;TERMOYOPAL 2;TYPG;GAS;8576,67
2020-05-09;ZIPAEMG 2;ENDG;CARBON;12222,94
2020-05-09;ZIPAEMG 3;ENDG;CARBON;16375,83
2020-05-09;ZIPAEMG 4;ENDG;CARBON;18427,34
2020-05-09;ZIPAEMG 5;ENDG;CARBON;15519,95
2020-05-10;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-10;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-10;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-10;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-10;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-05-10;CARTAGENA 1;ENDG;GAS;0,00
2020-05-10;CARTAGENA 2;ENDG;GAS;0,00
2020-05-10;CARTAGENA 2;ENDG;COMBUSTOLEO;3792,00
2020-05-10;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-10;CARTAGENA 3;ENDG;GAS;0,00
2020-05-10;FLORES 1;TMFG;GAS NI;22514,51
2020-05-10;FLORES 1;TMFG;GAS;964,84
2020-05-10;FLORES 4B;TMFG;GAS;1735,16
2020-05-10;FLORES 4B;TMFG;GAS NI;40490,19
2020-05-10;GECELCA 3;GECG;CARBON;0,00
2020-05-10;GECELCA 32;GECG;CARBON;65060,33
2020-05-10;GUAJIRA 1;GECG;GAS;7221,12
2020-05-10;GUAJIRA 1;GECG;CARBON;26643,03
2020-05-10;GUAJIRA 2;GECG;GAS;4393,55
2020-05-10;GUAJIRA 2;GECG;CARBON;28915,72
2020-05-10;MERILECTRICA 1;EPSG;GAS;0,00
2020-05-10;PAIPA 1;HIMG;CARBON;10915,72
2020-05-10;PAIPA 2;HIMG;CARBON;17329,71
2020-05-10;PAIPA 3;HIMG;CARBON;20069,04
2020-05-10;PAIPA 4;SOCG;CARBON;36621,00
2020-05-10;PROELECTRICA 1;PRIG;GAS;4370,00
2020-05-10;TASAJERO 1;TRMG;CARBON;13396,12
2020-05-10;TASAJERO 2;TERG;CARBON;38160,81
2020-05-10;TEBSAB;TBSG;GAS NI;0,00
2020-05-10;TEBSAB;TBSG;GAS;44767,38
2020-05-10;TERMOCANDELARIA 1;TCIG;GAS;1521,00
2020-05-10;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-10;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-10;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-10;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-10;TERMODORADA 1;EPMG;GAS;0,00
2020-05-10;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-10;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-10;TERMONORTE;TMNG;ACPM;49,66
2020-05-10;TERMONORTE;TMNG;GAS;1179,98
2020-05-10;TERMOSIERRAB;EPMG;GAS;35866,48
2020-05-10;TERMOVALLE 1;TMVG;ACPM;0,00
2020-05-10;TERMOYOPAL 2;TYPG;GAS;9195,52
2020-05-10;ZIPAEMG 2;ENDG;CARBON;12230,98
2020-05-10;ZIPAEMG 3;ENDG;CARBON;16430,69
2020-05-10;ZIPAEMG 4;ENDG;CARBON;18176,58
2020-05-10;ZIPAEMG 5;ENDG;CARBON;13923,48
2020-05-11;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-11;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-11;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-11;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-11;CARTAGENA 1;ENDG;GAS;0,00
2020-05-11;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-05-11;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-11;CARTAGENA 2;ENDG;GAS;0,00
2020-05-11;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-11;CARTAGENA 3;ENDG;GAS;0,00
2020-05-11;FLORES 1;TMFG;GAS NI;21035,77
2020-05-11;FLORES 1;TMFG;GAS;374,97
2020-05-11;FLORES 4B;TMFG;GAS;725,04
2020-05-11;FLORES 4B;TMFG;GAS NI;40675,22
2020-05-11;GECELCA 3;GECG;CARBON;0,00
2020-05-11;GECELCA 32;GECG;CARBON;62232,33
2020-05-11;GUAJIRA 1;GECG;CARBON;29192,19
2020-05-11;GUAJIRA 1;GECG;GAS;5316,50
2020-05-11;GUAJIRA 2;GECG;CARBON;29490,60
2020-05-11;GUAJIRA 2;GECG;GAS;3144,47
2020-05-11;MERILECTRICA 1;EPSG;GAS;14999,26
2020-05-11;PAIPA 1;HIMG;CARBON;10619,85
2020-05-11;PAIPA 2;HIMG;CARBON;20503,93
2020-05-11;PAIPA 3;HIMG;CARBON;20431,84
2020-05-11;PAIPA 4;SOCG;CARBON;36662,08
2020-05-11;PROELECTRICA 1;PRIG;GAS;5585,00
2020-05-11;TASAJERO 1;TRMG;CARBON;13393,16
2020-05-11;TASAJERO 2;TERG;CARBON;38077,91
2020-05-11;TEBSAB;TBSG;GAS;52830,34
2020-05-11;TEBSAB;TBSG;GAS NI;0,00
2020-05-11;TERMOCANDELARIA 1;TCIG;GAS;14262,00
2020-05-11;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-11;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-11;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-11;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-11;TERMODORADA 1;EPMG;GAS;0,00
2020-05-11;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-11;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-11;TERMONORTE;TMNG;ACPM;0,00
2020-05-11;TERMONORTE;TMNG;GAS;0,00
2020-05-11;TERMOSIERRAB;EPMG;GAS;36393,16
2020-05-11;TERMOVALLE 1;TMVG;ACPM;0,00
2020-05-11;TERMOYOPAL 2;TYPG;GAS;9224,48
2020-05-11;ZIPAEMG 2;ENDG;CARBON;12135,35
2020-05-11;ZIPAEMG 3;ENDG;CARBON;12805,72
2020-05-11;ZIPAEMG 4;ENDG;CARBON;170,53
2020-05-11;ZIPAEMG 5;ENDG;CARBON;7142,49
2020-05-12;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-12;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-12;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-12;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-12;CARTAGENA 1;ENDG;GAS;0,00
2020-05-12;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-05-12;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-12;CARTAGENA 2;ENDG;GAS;0,00
2020-05-12;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-12;CARTAGENA 3;ENDG;GAS;0,00
2020-05-12;FLORES 1;TMFG;GAS;3909,65
2020-05-12;FLORES 1;TMFG;GAS NI;19560,81
2020-05-12;FLORES 4B;TMFG;GAS;7090,35
2020-05-12;FLORES 4B;TMFG;GAS NI;35474,71
2020-05-12;GECELCA 3;GECG;CARBON;0,00
2020-05-12;GECELCA 32;GECG;CARBON;61696,67
2020-05-12;GUAJIRA 1;GECG;CARBON;26856,01
2020-05-12;GUAJIRA 1;GECG;GAS;5025,99
2020-05-12;GUAJIRA 2;GECG;CARBON;30384,00
2020-05-12;GUAJIRA 2;GECG;GAS;3145,15
2020-05-12;MERILECTRICA 1;EPSG;GAS;0,00
2020-05-12;PAIPA 1;HIMG;CARBON;10736,92
2020-05-12;PAIPA 2;HIMG;CARBON;21293,48
2020-05-12;PAIPA 3;HIMG;CARBON;18846,04
2020-05-12;PAIPA 4;SOCG;CARBON;36660,81
2020-05-12;PROELECTRICA 1;PRIG;GAS;4525,00
2020-05-12;TASAJERO 1;TRMG;CARBON;13390,62
2020-05-12;TASAJERO 2;TERG;CARBON;37345,14
2020-05-12;TEBSAB;TBSG;GAS;56964,96
2020-05-12;TEBSAB;TBSG;GAS NI;0,00
2020-05-12;TERMOCANDELARIA 1;TCIG;GAS;14285,00
2020-05-12;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-12;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-12;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-12;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-12;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-12;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-12;TERMONORTE;TMNG;ACPM;11,81
2020-05-12;TERMONORTE;TMNG;GAS;30,76
2020-05-12;TERMOSIERRAB;EPMG;GAS;36284,72
2020-05-12;TERMOVALLE 1;TMVG;ACPM;0,00
2020-05-12;TERMOYOPAL 2;TYPG;GAS;9510,94
2020-05-12;ZIPAEMG 2;ENDG;CARBON;12143,70
2020-05-12;ZIPAEMG 5;ENDG;CARBON;15544,39
2020-05-13;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-13;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-13;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-13;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-13;CARTAGENA 1;ENDG;GAS;0,00
2020-05-13;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-05-13;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-13;CARTAGENA 2;ENDG;GAS;0,00
2020-05-13;CARTAGENA 3;ENDG;GAS;0,00
2020-05-13;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-13;FLORES 1;TMFG;GAS NI;17120,48
2020-05-13;FLORES 1;TMFG;GAS;5976,11
2020-05-13;FLORES 4B;TMFG;GAS;11023,88
2020-05-13;FLORES 4B;TMFG;GAS NI;31581,24
2020-05-13;GECELCA 3;GECG;CARBON;0,00
2020-05-13;GECELCA 32;GECG;CARBON;66617,91
2020-05-13;GUAJIRA 1;GECG;CARBON;25944,88
2020-05-13;GUAJIRA 1;GECG;GAS;10672,94
2020-05-13;GUAJIRA 2;GECG;CARBON;27886,88
2020-05-13;GUAJIRA 2;GECG;GAS;5646,80
2020-05-13;MERILECTRICA 1;EPSG;GAS;12135,00
2020-05-13;PAIPA 1;HIMG;CARBON;10925,26
2020-05-13;PAIPA 2;HIMG;CARBON;21365,62
2020-05-13;PAIPA 3;HIMG;CARBON;16418,62
2020-05-13;PAIPA 4;SOCG;CARBON;36654,11
2020-05-13;PROELECTRICA 1;PRIG;GAS;8336,00
2020-05-13;TASAJERO 1;TRMG;CARBON;13400,01
2020-05-13;TASAJERO 2;TERG;CARBON;37058,81
2020-05-13;TEBSAB;TBSG;GAS NI;0,00
2020-05-13;TEBSAB;TBSG;GAS;51800,47
2020-05-13;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-13;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-05-13;TERMOCANDELARIA 2;TCIG;GAS;8097,00
2020-05-13;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-13;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-13;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-13;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-13;TERMONORTE;TMNG;GAS;7478,48
2020-05-13;TERMONORTE;TMNG;ACPM;193,82
2020-05-13;TERMOSIERRAB;EPMG;GAS;36522,47
2020-05-13;TERMOVALLE 1;TMVG;ACPM;0,00
2020-05-13;TERMOYOPAL 2;TYPG;GAS;8688,19
2020-05-13;ZIPAEMG 2;ENDG;CARBON;11206,50
2020-05-13;ZIPAEMG 5;ENDG;CARBON;16129,99
2020-05-14;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-14;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-14;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-14;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-14;CARTAGENA 1;ENDG;COMBUSTOLEO;429,00
2020-05-14;CARTAGENA 1;ENDG;GAS;0,00
2020-05-14;CARTAGENA 2;ENDG;GAS;0,00
2020-05-14;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-14;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-14;CARTAGENA 3;ENDG;GAS;0,00
2020-05-14;FLORES 1;TMFG;GAS NI;20994,41
2020-05-14;FLORES 1;TMFG;GAS;4495,08
2020-05-14;FLORES 4B;TMFG;GAS;7504,92
2020-05-14;FLORES 4B;TMFG;GAS NI;35052,16
2020-05-14;GECELCA 3;GECG;CARBON;0,00
2020-05-14;GECELCA 32;GECG;CARBON;63741,50
2020-05-14;GUAJIRA 1;GECG;CARBON;29916,04
2020-05-14;GUAJIRA 1;GECG;GAS;5845,48
2020-05-14;GUAJIRA 2;GECG;CARBON;28648,02
2020-05-14;GUAJIRA 2;GECG;GAS;5263,58
2020-05-14;MERILECTRICA 1;EPSG;GAS;17097,86
2020-05-14;PAIPA 1;HIMG;CARBON;11137,86
2020-05-14;PAIPA 2;HIMG;CARBON;21290,53
2020-05-14;PAIPA 4;SOCG;CARBON;31210,17
2020-05-14;PROELECTRICA 1;PRIG;GAS;15678,00
2020-05-14;TASAJERO 1;TRMG;CARBON;13403,57
2020-05-14;TASAJERO 2;TERG;CARBON;37529,47
2020-05-14;TEBSAB;TBSG;GAS;92991,02
2020-05-14;TEBSAB;TBSG;GAS NI;0,00
2020-05-14;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-14;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-05-14;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-14;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-14;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-14;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-14;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-14;TERMONORTE;TMNG;GAS;28,74
2020-05-14;TERMONORTE;TMNG;ACPM;4,52
2020-05-14;TERMOSIERRAB;EPMG;GAS;36098,53
2020-05-14;TERMOVALLE 1;TMVG;ACPM;0,00
2020-05-14;TERMOYOPAL 2;TYPG;GAS;8593,52
2020-05-14;ZIPAEMG 2;ENDG;CARBON;5097,97
2020-05-14;ZIPAEMG 5;ENDG;CARBON;16063,36
2020-05-15;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-15;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-15;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-15;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-15;CARTAGENA 1;ENDG;COMBUSTOLEO;429,00
2020-05-15;CARTAGENA 1;ENDG;GAS;0,00
2020-05-15;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-15;CARTAGENA 2;ENDG;GAS;0,00
2020-05-15;CARTAGENA 3;ENDG;GAS;0,00
2020-05-15;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-15;FLORES 1;TMFG;GAS NI;25683,69
2020-05-15;FLORES 1;TMFG;GAS;765,45
2020-05-15;FLORES 4B;TMFG;GAS;1234,56
2020-05-15;FLORES 4B;TMFG;GAS NI;41424,52
2020-05-15;GECELCA 3;GECG;CARBON;0,00
2020-05-15;GECELCA 32;GECG;CARBON;62513,11
2020-05-15;GUAJIRA 1;GECG;CARBON;32732,87
2020-05-15;GUAJIRA 1;GECG;GAS;6319,18
2020-05-15;GUAJIRA 2;GECG;GAS;3424,88
2020-05-15;GUAJIRA 2;GECG;CARBON;30879,18
2020-05-15;MERILECTRICA 1;EPSG;GAS;17097,86
2020-05-15;PAIPA 1;HIMG;CARBON;11038,32
2020-05-15;PAIPA 2;HIMG;CARBON;21197,07
2020-05-15;PAIPA 4;SOCG;CARBON;31528,68
2020-05-15;PROELECTRICA 1;PRIG;GAS;19278,00
2020-05-15;TASAJERO 1;TRMG;CARBON;13426,88
2020-05-15;TASAJERO 2;TERG;CARBON;37795,01
2020-05-15;TEBSAB;TBSG;GAS NI;4000,00
2020-05-15;TEBSAB;TBSG;GAS;124727,28
2020-05-15;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-15;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-05-15;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-15;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-15;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-15;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-15;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-15;TERMONORTE;TMNG;GAS;15937,63
2020-05-15;TERMONORTE;TMNG;ACPM;284,79
2020-05-15;TERMOSIERRAB;EPMG;GAS;35887,10
2020-05-15;TERMOVALLE 1;TMVG;ACPM;0,00
2020-05-15;TERMOYOPAL 2;TYPG;GAS;8667,78
2020-05-15;ZIPAEMG 2;ENDG;CARBON;3273,40
2020-05-15;ZIPAEMG 3;ENDG;CARBON;6539,79
2020-05-15;ZIPAEMG 5;ENDG;CARBON;16897,93
2020-05-16;BARRANQUILLA 3;TBSG;GAS;0,00
2020-05-16;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-16;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-16;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-16;CARTAGENA 1;ENDG;GAS;0,00
2020-05-16;CARTAGENA 1;ENDG;COMBUSTOLEO;429,00
2020-05-16;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-16;CARTAGENA 2;ENDG;GAS;0,00
2020-05-16;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-16;CARTAGENA 3;ENDG;GAS;0,00
2020-05-16;FLORES 1;TMFG;GAS NI;23858,92
2020-05-16;FLORES 1;TMFG;GAS;2687,61
2020-05-16;FLORES 4B;TMFG;GAS NI;38282,95
2020-05-16;FLORES 4B;TMFG;GAS;4312,41
2020-05-16;GECELCA 3;GECG;CARBON;0,00
2020-05-16;GECELCA 32;GECG;CARBON;63783,72
2020-05-16;GUAJIRA 1;GECG;GAS;7429,68
2020-05-16;GUAJIRA 1;GECG;CARBON;33060,77
2020-05-16;GUAJIRA 2;GECG;CARBON;31912,88
2020-05-16;GUAJIRA 2;GECG;GAS;2834,14
2020-05-16;MERILECTRICA 1;EPSG;GAS;20517,44
2020-05-16;PAIPA 1;HIMG;CARBON;11276,53
2020-05-16;PAIPA 2;HIMG;CARBON;21440,93
2020-05-16;PAIPA 3;HIMG;CARBON;8245,23
2020-05-16;PAIPA 4;SOCG;CARBON;31454,53
2020-05-16;PROELECTRICA 1;PRIG;GAS;19163,00
2020-05-16;TASAJERO 1;TRMG;CARBON;13424,27
2020-05-16;TASAJERO 2;TERG;CARBON;38114,23
2020-05-16;TEBSAB;TBSG;GAS;139727,37
2020-05-16;TEBSAB;TBSG;GAS NI;1303,00
2020-05-16;TERMOCANDELARIA 1;TCIG;GAS;0,00
2020-05-16;TERMOCANDELARIA 1;TCIG;GAS NI;0,00
2020-05-16;TERMOCANDELARIA 2;TCIG;GAS;0,00
2020-05-16;TERMOCANDELARIA 2;TCIG;GAS NI;0,00
2020-05-16;TERMOCENTRO CC;ISGG;GAS;0,00
2020-05-16;TERMODORADA 1;EPMG;ACPM;0,00
2020-05-16;TERMOEMCALI 1;TEMG;GAS;0,00
2020-05-16;TERMOSIERRAB;EPMG;GAS;35670,63
2020-05-16;TERMOVALLE 1;TMVG;GAS;24967,18
2020-05-16;TERMOYOPAL 2;TYPG;GAS;8599,46
2020-05-16;ZIPAEMG 2;ENDG;CARBON;1105,70
2020-05-16;ZIPAEMG 3;ENDG;CARBON;16166,09
2020-05-16;ZIPAEMG 4;ENDG;CARBON;1750,81
2020-05-16;ZIPAEMG 5;ENDG;CARBON;16921,70
2020-05-17;BARRANQUILLA 3;TBSG;GAS NI;0,00
2020-05-17;BARRANQUILLA 3;TBSG;GAS;451,99
2020-05-17;BARRANQUILLA 4;TBSG;GAS;0,00
2020-05-17;BARRANQUILLA 4;TBSG;GAS NI;0,00
2020-05-17;CARTAGENA 1;ENDG;COMBUSTOLEO;0,00
2020-05-17;CARTAGENA 1;ENDG;GAS;0,00
2020-05-17;CARTAGENA 2;ENDG;COMBUSTOLEO;0,00
2020-05-17;CARTAGENA 2;ENDG;GAS;0,00
2020-05-17;CARTAGENA 3;ENDG;GAS;0,00
2020-05-17;CARTAGENA 3;ENDG;COMBUSTOLEO;0,00
2020-05-17;FLORES 1;TMFG;GAS NI;20516,33
2020-05-17;FLORES 1;TMFG;GAS;4432,65
2020-05-17;FLORES 4B;TMFG;GAS NI;35025,31
2020-05-17;FLORES 4B;TMFG;GAS;7567,35
2020-05-17;GECELCA 3;GECG;CARBON;0,00
2020-05-17;GECELCA 32;GECG;CARBON;67021,82
2020-05-17;GUAJIRA 1;GECG;CARBON;29916,76
2020-05-17;GUAJIRA 1;GECG;GAS;9272,50
2020-05-17;GUAJIRA 2;GECG;CARBON;32957,01
2020-05-17;GUAJIRA 2;GECG;GAS;1743,16
